Geneid	Length
ENSMMUG00000062109	119
ENSMMUG00000013487	6265
ENSMMUG00000050633	119
ENSMMUG00000054496	144
ENSMMUG00000017789	6450
ENSMMUG00000054771	119
ENSMMUG00000056294	119
ENSMMUG00000006224	6935
ENSMMUG00000063734	119
ENSMMUG00000061381	2334
ENSMMUG00000048493	2174
ENSMMUG00000052871	2190
ENSMMUG00000063830	119
ENSMMUG00000043556	318
ENSMMUG00000053670	119
ENSMMUG00000061090	119
ENSMMUG00000036124	62
ENSMMUG00000057963	2233
ENSMMUG00000046645	941
ENSMMUG00000057014	119
ENSMMUG00000058794	118
ENSMMUG00000063769	164
ENSMMUG00000053818	119
ENSMMUG00000044273	4739
ENSMMUG00000020383	4130
ENSMMUG00000056619	1599
ENSMMUG00000051734	119
ENSMMUG00000053033	119
ENSMMUG00000023141	2177
ENSMMUG00000059500	118
ENSMMUG00000062807	1967
ENSMMUG00000056128	1608
ENSMMUG00000052366	119
ENSMMUG00000051812	119
ENSMMUG00000055711	119
ENSMMUG00000020432	1588
ENSMMUG00000060400	149
ENSMMUG00000060804	119
ENSMMUG00000017790	5742
ENSMMUG00000058027	119
ENSMMUG00000052865	119
ENSMMUG00000050019	3675
ENSMMUG00000064326	1603
ENSMMUG00000032096	615
ENSMMUG00000054599	120
ENSMMUG00000056648	119
ENSMMUG00000052259	148
ENSMMUG00000059024	119
ENSMMUG00000018313	1751
ENSMMUG00000058837	1944
ENSMMUG00000049884	1969
ENSMMUG00000053312	1491
ENSMMUG00000031232	857
ENSMMUG00000019515	6392
ENSMMUG00000056076	164
ENSMMUG00000031427	4167
ENSMMUG00000054551	117
ENSMMUG00000049823	123
ENSMMUG00000055754	164
ENSMMUG00000063674	164
ENSMMUG00000024139	129
ENSMMUG00000038562	1186
ENSMMUG00000007182	2377
ENSMMUG00000017338	2061
ENSMMUG00000056325	4291
ENSMMUG00000007497	3095
ENSMMUG00000042612	295
ENSMMUG00000057742	1340
ENSMMUG00000031997	585
ENSMMUG00000043999	5658
ENSMMUG00000051155	156
ENSMMUG00000018309	3115
ENSMMUG00000058709	1366
ENSMMUG00000057510	1038
ENSMMUG00000013783	2410
ENSMMUG00000022715	3892
ENSMMUG00000000813	2835
ENSMMUG00000039930	1254
ENSMMUG00000055722	1953
ENSMMUG00000053531	2120
ENSMMUG00000063165	1415
ENSMMUG00000016212	3794
ENSMMUG00000045843	63
ENSMMUG00000050770	1358
ENSMMUG00000049505	4605
ENSMMUG00000061193	1135
ENSMMUG00000025148	135
ENSMMUG00000044046	4404
ENSMMUG00000059931	101
ENSMMUG00000056449	3896
ENSMMUG00000063736	1444
ENSMMUG00000057438	117
ENSMMUG00000008507	5595
ENSMMUG00000010306	3254
ENSMMUG00000037284	166
ENSMMUG00000000868	1041
ENSMMUG00000064543	1206
ENSMMUG00000004217	1083
ENSMMUG00000057604	504
ENSMMUG00000056970	3932
ENSMMUG00000064242	1174
ENSMMUG00000015135	7590
ENSMMUG00000054466	1465
ENSMMUG00000013878	3221
ENSMMUG00000063313	83
ENSMMUG00000004216	3329
ENSMMUG00000036570	126
ENSMMUG00000053573	2144
ENSMMUG00000061343	1449
ENSMMUG00000053923	148
ENSMMUG00000050281	174
ENSMMUG00000011688	3058
ENSMMUG00000005216	5281
ENSMMUG00000053423	5416
ENSMMUG00000059449	644
ENSMMUG00000054069	1216
ENSMMUG00000051399	148
ENSMMUG00000001415	1974
ENSMMUG00000023462	1978
ENSMMUG00000008506	1401
ENSMMUG00000021447	4291
ENSMMUG00000019548	3000
ENSMMUG00000051024	3278
ENSMMUG00000013879	3467
ENSMMUG00000062294	1512
ENSMMUG00000020560	2747
ENSMMUG00000059941	104
ENSMMUG00000006836	6939
ENSMMUG00000002680	5125
ENSMMUG00000002052	5751
ENSMMUG00000017396	2460
ENSMMUG00000006238	570
ENSMMUG00000053408	160
ENSMMUG00000059860	1029
ENSMMUG00000062859	2628
ENSMMUG00000059176	445
ENSMMUG00000014622	4915
ENSMMUG00000003902	3887
ENSMMUG00000063273	297
ENSMMUG00000051430	2678
ENSMMUG00000025367	99
ENSMMUG00000061357	1017
ENSMMUG00000006819	4305
ENSMMUG00000008509	4350
ENSMMUG00000053629	2061
ENSMMUG00000007783	3997
ENSMMUG00000008340	3797
ENSMMUG00000016711	7763
ENSMMUG00000006389	3621
ENSMMUG00000054102	148
ENSMMUG00000003546	5743
ENSMMUG00000057171	148
ENSMMUG00000019549	5431
ENSMMUG00000013882	4414
ENSMMUG00000035602	50
ENSMMUG00000052115	1895
ENSMMUG00000023675	1655
ENSMMUG00000034732	100
ENSMMUG00000059651	1819
ENSMMUG00000062949	1615
ENSMMUG00000026899	110
ENSMMUG00000054560	1100
ENSMMUG00000024875	102
ENSMMUG00000036474	148
ENSMMUG00000050592	1751
ENSMMUG00000055740	901
ENSMMUG00000061350	1046
ENSMMUG00000064971	1164
ENSMMUG00000003269	2634
ENSMMUG00000023463	1560
ENSMMUG00000052491	112
ENSMMUG00000018375	10944
ENSMMUG00000060924	102
ENSMMUG00000052206	148
ENSMMUG00000037423	170
ENSMMUG00000061264	3828
ENSMMUG00000008030	3463
ENSMMUG00000032248	5980
ENSMMUG00000061580	1914
ENSMMUG00000010174	3911
ENSMMUG00000056753	4264
ENSMMUG00000019551	1768
ENSMMUG00000052772	1624
ENSMMUG00000026897	110
ENSMMUG00000051954	1624
ENSMMUG00000064212	119
ENSMMUG00000050055	112
ENSMMUG00000027053	85
ENSMMUG00000051013	103
ENSMMUG00000022500	2656
ENSMMUG00000035912	122
ENSMMUG00000065239	1730
ENSMMUG00000023674	10299
ENSMMUG00000003268	1023
ENSMMUG00000001380	2721
ENSMMUG00000056665	99
ENSMMUG00000051788	4801
ENSMMUG00000007635	7929
ENSMMUG00000049341	2589
ENSMMUG00000024613	105
ENSMMUG00000008029	2110
ENSMMUG00000004907	6199
ENSMMUG00000012729	11806
ENSMMUG00000019554	1639
ENSMMUG00000064434	2999
ENSMMUG00000003267	3153
ENSMMUG00000016307	6571
ENSMMUG00000013884	4413
ENSMMUG00000007784	5475
ENSMMUG00000023398	4815
ENSMMUG00000023449	4569
ENSMMUG00000008155	2794
ENSMMUG00000047035	3669
ENSMMUG00000017314	3938
ENSMMUG00000042432	104
ENSMMUG00000003173	7070
ENSMMUG00000047794	136
ENSMMUG00000062921	117
ENSMMUG00000037336	64
ENSMMUG00000019020	1533
ENSMMUG00000011608	1863
ENSMMUG00000038021	297
ENSMMUG00000015097	2226
ENSMMUG00000056386	5142
ENSMMUG00000063911	1679
ENSMMUG00000060274	382
ENSMMUG00000019687	1280
ENSMMUG00000047392	259
ENSMMUG00000062030	147
ENSMMUG00000050791	1379
ENSMMUG00000046275	301
ENSMMUG00000020851	6908
ENSMMUG00000016964	5820
ENSMMUG00000053547	117
ENSMMUG00000037060	62
ENSMMUG00000006285	2171
ENSMMUG00000064079	1388
ENSMMUG00000022499	2247
ENSMMUG00000061077	148
ENSMMUG00000025514	96
ENSMMUG00000062121	839
ENSMMUG00000053797	4208
ENSMMUG00000008158	804
ENSMMUG00000055102	114
ENSMMUG00000015976	2395
ENSMMUG00000009562	17802
ENSMMUG00000053353	117
ENSMMUG00000023397	1634
ENSMMUG00000007612	4209
ENSMMUG00000016905	3551
ENSMMUG00000023396	1278
ENSMMUG00000063120	5248
ENSMMUG00000060319	148
ENSMMUG00000013203	1862
ENSMMUG00000010474	16908
ENSMMUG00000032249	3315
ENSMMUG00000023395	1147
ENSMMUG00000062713	2370
ENSMMUG00000006284	4427
ENSMMUG00000033417	86
ENSMMUG00000003906	1481
ENSMMUG00000062342	148
ENSMMUG00000016904	3845
ENSMMUG00000053002	2714
ENSMMUG00000059833	1592
ENSMMUG00000013188	5977
ENSMMUG00000023372	6534
ENSMMUG00000049603	3099
ENSMMUG00000055902	1693
ENSMMUG00000025722	131
ENSMMUG00000044265	349
ENSMMUG00000054846	148
ENSMMUG00000017312	3882
ENSMMUG00000016900	3035
ENSMMUG00000034621	131
ENSMMUG00000048881	58
ENSMMUG00000054847	329
ENSMMUG00000027014	86
ENSMMUG00000050209	5063
ENSMMUG00000017482	2430
ENSMMUG00000013197	2037
ENSMMUG00000052610	1430
ENSMMUG00000017309	7182
ENSMMUG00000058693	117
ENSMMUG00000059039	117
ENSMMUG00000063512	1056
ENSMMUG00000014849	1160
ENSMMUG00000057404	1144
ENSMMUG00000033178	120
ENSMMUG00000061254	148
ENSMMUG00000056609	748
ENSMMUG00000014573	4601
ENSMMUG00000057535	3849
ENSMMUG00000052649	2714
ENSMMUG00000017301	1760
ENSMMUG00000060387	5261
ENSMMUG00000053807	1951
ENSMMUG00000019326	5672
ENSMMUG00000054157	1102
ENSMMUG00000009184	4401
ENSMMUG00000022288	2425
ENSMMUG00000023671	6508
ENSMMUG00000051579	149
ENSMMUG00000028667	50
ENSMMUG00000062170	1674
ENSMMUG00000015132	4663
ENSMMUG00000060706	148
ENSMMUG00000005820	4391
ENSMMUG00000025971	110
ENSMMUG00000023097	1527
ENSMMUG00000049574	1247
ENSMMUG00000008157	4475
ENSMMUG00000063360	1663
ENSMMUG00000009076	4258
ENSMMUG00000017302	2671
ENSMMUG00000057453	3291
ENSMMUG00000057282	110
ENSMMUG00000005720	2162
ENSMMUG00000013853	4053
ENSMMUG00000008427	6066
ENSMMUG00000012469	2701
ENSMMUG00000005819	1118
ENSMMUG00000010020	1255
ENSMMUG00000010380	4949
ENSMMUG00000062316	148
ENSMMUG00000062568	2854
ENSMMUG00000053858	1703
ENSMMUG00000008156	2434
ENSMMUG00000007611	1905
ENSMMUG00000043979	296
ENSMMUG00000037413	122
ENSMMUG00000026944	90
ENSMMUG00000051669	936
ENSMMUG00000058658	432
ENSMMUG00000062232	4158
ENSMMUG00000025232	108
ENSMMUG00000045455	119
ENSMMUG00000055977	1776
ENSMMUG00000025287	108
ENSMMUG00000060711	2529
ENSMMUG00000013852	3025
ENSMMUG00000003149	1870
ENSMMUG00000055789	147
ENSMMUG00000053582	104
ENSMMUG00000000308	1933
ENSMMUG00000005818	6357
ENSMMUG00000012156	3342
ENSMMUG00000010387	1558
ENSMMUG00000055655	1737
ENSMMUG00000057631	6549
ENSMMUG00000008932	2690
ENSMMUG00000009081	7564
ENSMMUG00000003148	1908
ENSMMUG00000026505	110
ENSMMUG00000007834	785
ENSMMUG00000051782	148
ENSMMUG00000065038	4308
ENSMMUG00000058297	3351
ENSMMUG00000019746	2505
ENSMMUG00000021238	3536
ENSMMUG00000063675	1733
ENSMMUG00000007606	3532
ENSMMUG00000049510	6310
ENSMMUG00000033899	115
ENSMMUG00000008151	3746
ENSMMUG00000021921	2816
ENSMMUG00000021399	11697
ENSMMUG00000062157	2661
ENSMMUG00000051387	116
ENSMMUG00000062202	6434
ENSMMUG00000036858	398
ENSMMUG00000005361	1979
ENSMMUG00000064353	3440
ENSMMUG00000010660	3884
ENSMMUG00000007605	1860
ENSMMUG00000056472	1839
ENSMMUG00000007829	7039
ENSMMUG00000056080	1082
ENSMMUG00000054748	148
ENSMMUG00000009085	3805
ENSMMUG00000054365	3454
ENSMMUG00000059718	72
ENSMMUG00000005816	794
ENSMMUG00000010389	3597
ENSMMUG00000054770	117
ENSMMUG00000009265	4422
ENSMMUG00000007604	3143
ENSMMUG00000019406	1954
ENSMMUG00000052628	117
ENSMMUG00000005815	2411
ENSMMUG00000004379	2601
ENSMMUG00000050018	3106
ENSMMUG00000058596	132
ENSMMUG00000044139	1643
ENSMMUG00000061772	3047
ENSMMUG00000025161	104
ENSMMUG00000064825	741
ENSMMUG00000038708	5311
ENSMMUG00000019743	4032
ENSMMUG00000054308	450
ENSMMUG00000051660	148
ENSMMUG00000015403	4216
ENSMMUG00000004754	2135
ENSMMUG00000055727	1586
ENSMMUG00000053602	1392
ENSMMUG00000016857	6472
ENSMMUG00000019884	847
ENSMMUG00000007893	2169
ENSMMUG00000038079	300
ENSMMUG00000051186	5009
ENSMMUG00000015402	5095
ENSMMUG00000047454	2231
ENSMMUG00000063902	4062
ENSMMUG00000021423	3912
ENSMMUG00000007896	4339
ENSMMUG00000061990	1871
ENSMMUG00000063379	748
ENSMMUG00000021917	4614
ENSMMUG00000004751	3126
ENSMMUG00000008426	2678
ENSMMUG00000007828	7158
ENSMMUG00000006203	3775
ENSMMUG00000062446	1222
ENSMMUG00000057669	148
ENSMMUG00000012766	1667
ENSMMUG00000005812	2652
ENSMMUG00000061865	1279
ENSMMUG00000004952	6317
ENSMMUG00000041837	309
ENSMMUG00000063485	1457
ENSMMUG00000034442	190
ENSMMUG00000000390	4327
ENSMMUG00000020063	3905
ENSMMUG00000001021	6000
ENSMMUG00000056299	2468
ENSMMUG00000041725	1413
ENSMMUG00000033830	216
ENSMMUG00000034494	96
ENSMMUG00000056987	1028
ENSMMUG00000002981	2520
ENSMMUG00000009940	4757
ENSMMUG00000013520	5410
ENSMMUG00000010127	2976
ENSMMUG00000051978	468
ENSMMUG00000049738	711
ENSMMUG00000014263	1931
ENSMMUG00000058001	849
ENSMMUG00000010159	2616
ENSMMUG00000000431	3304
ENSMMUG00000049752	148
ENSMMUG00000053065	4780
ENSMMUG00000034048	125
ENSMMUG00000059044	148
ENSMMUG00000007527	2853
ENSMMUG00000002642	10695
ENSMMUG00000022183	5082
ENSMMUG00000033715	112
ENSMMUG00000004677	2159
ENSMMUG00000008713	1065
ENSMMUG00000021398	2630
ENSMMUG00000017444	6854
ENSMMUG00000063766	148
ENSMMUG00000057353	1050
ENSMMUG00000017766	2676
ENSMMUG00000012716	5837
ENSMMUG00000062144	148
ENSMMUG00000058270	113
ENSMMUG00000011860	2104
ENSMMUG00000055283	568
ENSMMUG00000022182	585
ENSMMUG00000058703	148
ENSMMUG00000010161	3524
ENSMMUG00000010395	3331
ENSMMUG00000036290	103
ENSMMUG00000053959	7204
ENSMMUG00000042158	2180
ENSMMUG00000015025	2982
ENSMMUG00000057017	148
ENSMMUG00000059938	1682
ENSMMUG00000015380	1727
ENSMMUG00000050725	1860
ENSMMUG00000053436	1262
ENSMMUG00000023669	2048
ENSMMUG00000025581	163
ENSMMUG00000000406	1325
ENSMMUG00000064850	7685
ENSMMUG00000059972	1794
ENSMMUG00000061267	3981
ENSMMUG00000057694	1538
ENSMMUG00000010158	2434
ENSMMUG00000009939	1579
ENSMMUG00000063202	1675
ENSMMUG00000000404	1388
ENSMMUG00000021166	1963
ENSMMUG00000015026	3860
ENSMMUG00000002752	1837
ENSMMUG00000064974	102
ENSMMUG00000053366	408
ENSMMUG00000056596	2061
ENSMMUG00000055488	149
ENSMMUG00000058808	2094
ENSMMUG00000023517	2061
ENSMMUG00000053866	148
ENSMMUG00000008970	3273
ENSMMUG00000000402	351
ENSMMUG00000015375	8781
ENSMMUG00000042176	5078
ENSMMUG00000024022	137
ENSMMUG00000023668	2057
ENSMMUG00000051742	2755
ENSMMUG00000064367	100
ENSMMUG00000005873	5040
ENSMMUG00000010156	2202
ENSMMUG00000005283	1231
ENSMMUG00000063979	6251
ENSMMUG00000025554	73
ENSMMUG00000024535	85
ENSMMUG00000008967	4202
ENSMMUG00000025533	86
ENSMMUG00000038181	5357
ENSMMUG00000056413	1288
ENSMMUG00000003457	5210
ENSMMUG00000010155	3977
ENSMMUG00000013519	8878
ENSMMUG00000028346	134
ENSMMUG00000051717	145
ENSMMUG00000062711	104
ENSMMUG00000058849	1155
ENSMMUG00000059632	1329
ENSMMUG00000062180	885
ENSMMUG00000032251	3377
ENSMMUG00000064564	2034
ENSMMUG00000051576	6417
ENSMMUG00000050878	1450
ENSMMUG00000063853	3542
ENSMMUG00000004951	879
ENSMMUG00000025317	103
ENSMMUG00000021837	5908
ENSMMUG00000022908	5950
ENSMMUG00000054966	1233
ENSMMUG00000000870	3433
ENSMMUG00000059597	116
ENSMMUG00000032121	2280
ENSMMUG00000016546	1088
ENSMMUG00000057319	103
ENSMMUG00000049986	2033
ENSMMUG00000009431	2030
ENSMMUG00000008744	6558
ENSMMUG00000014826	816
ENSMMUG00000057416	524
ENSMMUG00000065228	2983
ENSMMUG00000056592	153
ENSMMUG00000036088	89
ENSMMUG00000053796	148
ENSMMUG00000012695	3587
ENSMMUG00000000625	378
ENSMMUG00000056635	107
ENSMMUG00000053318	1643
ENSMMUG00000016591	2958
ENSMMUG00000017266	3463
ENSMMUG00000001434	4416
ENSMMUG00000007145	2666
ENSMMUG00000062867	117
ENSMMUG00000000373	3514
ENSMMUG00000018562	4612
ENSMMUG00000054963	1488
ENSMMUG00000002261	3353
ENSMMUG00000030300	474
ENSMMUG00000033718	112
ENSMMUG00000013333	2070
ENSMMUG00000035645	424
ENSMMUG00000053492	1290
ENSMMUG00000025663	105
ENSMMUG00000009429	5406
ENSMMUG00000034993	142
ENSMMUG00000050624	2790
ENSMMUG00000057452	1019
ENSMMUG00000012698	1872
ENSMMUG00000055830	1352
ENSMMUG00000007141	6641
ENSMMUG00000063838	154
ENSMMUG00000041825	303
ENSMMUG00000014807	4458
ENSMMUG00000057763	3402
ENSMMUG00000045444	297
ENSMMUG00000059136	1993
ENSMMUG00000057772	1032
ENSMMUG00000036335	61
ENSMMUG00000039959	1715
ENSMMUG00000055134	1157
ENSMMUG00000038185	451
ENSMMUG00000056103	1265
ENSMMUG00000061310	147
ENSMMUG00000017344	8893
ENSMMUG00000057249	148
ENSMMUG00000048522	300
ENSMMUG00000051043	148
ENSMMUG00000051737	2086
ENSMMUG00000055744	2984
ENSMMUG00000056975	1169
ENSMMUG00000049196	4176
ENSMMUG00000064245	8352
ENSMMUG00000065074	107
ENSMMUG00000052309	487
ENSMMUG00000061849	4527
ENSMMUG00000061256	1218
ENSMMUG00000055692	117
ENSMMUG00000000652	5094
ENSMMUG00000057326	565
ENSMMUG00000062311	940
ENSMMUG00000049830	1823
ENSMMUG00000048762	765
ENSMMUG00000039424	2166
ENSMMUG00000062201	1209
ENSMMUG00000049288	676
ENSMMUG00000058317	1734
ENSMMUG00000034895	105
ENSMMUG00000060220	413
ENSMMUG00000059404	117
ENSMMUG00000054458	2005
ENSMMUG00000062327	148
ENSMMUG00000042232	9918
ENSMMUG00000020320	7977
ENSMMUG00000000651	3474
ENSMMUG00000032252	3296
ENSMMUG00000038004	4333
ENSMMUG00000058824	3277
ENSMMUG00000060609	1711
ENSMMUG00000025132	135
ENSMMUG00000036006	126
ENSMMUG00000058535	148
ENSMMUG00000000648	2836
ENSMMUG00000055258	149
ENSMMUG00000047471	3601
ENSMMUG00000059310	76
ENSMMUG00000055781	549
ENSMMUG00000047278	7158
ENSMMUG00000051221	4812
ENSMMUG00000060079	117
ENSMMUG00000059924	1428
ENSMMUG00000019325	8847
ENSMMUG00000052402	2230
ENSMMUG00000045131	304
ENSMMUG00000056275	1132
ENSMMUG00000031785	1890
ENSMMUG00000059313	1892
ENSMMUG00000024768	165
ENSMMUG00000002516	5205
ENSMMUG00000050998	1515
ENSMMUG00000051359	100
ENSMMUG00000017023	6179
ENSMMUG00000012182	3243
ENSMMUG00000056187	1275
ENSMMUG00000049832	4093
ENSMMUG00000000647	2275
ENSMMUG00000002789	3802
ENSMMUG00000021073	7793
ENSMMUG00000026044	129
ENSMMUG00000037202	135
ENSMMUG00000016111	6892
ENSMMUG00000004686	4786
ENSMMUG00000036376	57
ENSMMUG00000053062	107
ENSMMUG00000000645	5909
ENSMMUG00000048503	489
ENSMMUG00000006187	2245
ENSMMUG00000021703	4866
ENSMMUG00000036922	62
ENSMMUG00000064276	107
ENSMMUG00000022381	2578
ENSMMUG00000013219	2228
ENSMMUG00000060223	1380
ENSMMUG00000003728	4132
ENSMMUG00000053325	2298
ENSMMUG00000057076	1464
ENSMMUG00000005350	1600
ENSMMUG00000019714	3635
ENSMMUG00000059117	117
ENSMMUG00000019322	3119
ENSMMUG00000056058	1200
ENSMMUG00000061547	109
ENSMMUG00000013136	1700
ENSMMUG00000002047	4144
ENSMMUG00000000643	2089
ENSMMUG00000054486	4492
ENSMMUG00000053211	117
ENSMMUG00000002218	7871
ENSMMUG00000058771	3656
ENSMMUG00000013129	2864
ENSMMUG00000042613	5964
ENSMMUG00000019321	1144
ENSMMUG00000062253	984
ENSMMUG00000054839	2363
ENSMMUG00000054407	1970
ENSMMUG00000050743	325
ENSMMUG00000020156	2414
ENSMMUG00000007459	2061
ENSMMUG00000021702	462
ENSMMUG00000063634	105
ENSMMUG00000032281	4593
ENSMMUG00000020155	1014
ENSMMUG00000007291	318
ENSMMUG00000023350	6245
ENSMMUG00000017551	7942
ENSMMUG00000013128	3675
ENSMMUG00000057080	2026
ENSMMUG00000049743	148
ENSMMUG00000009373	2678
ENSMMUG00000052207	917
ENSMMUG00000050832	482
ENSMMUG00000007456	5534
ENSMMUG00000014333	4049
ENSMMUG00000051033	101
ENSMMUG00000003191	7256
ENSMMUG00000006226	3066
ENSMMUG00000057667	81
ENSMMUG00000062550	355
ENSMMUG00000018183	2526
ENSMMUG00000027880	103
ENSMMUG00000032188	1962
ENSMMUG00000063372	147
ENSMMUG00000062678	1042
ENSMMUG00000000641	2544
ENSMMUG00000023681	3181
ENSMMUG00000051091	103
ENSMMUG00000021834	3713
ENSMMUG00000052294	3560
ENSMMUG00000062233	1018
ENSMMUG00000058063	1655
ENSMMUG00000035697	111
ENSMMUG00000065184	134
ENSMMUG00000013126	1465
ENSMMUG00000017553	2091
ENSMMUG00000052225	1916
ENSMMUG00000039765	1606
ENSMMUG00000034360	110
ENSMMUG00000051044	2132
ENSMMUG00000008197	2397
ENSMMUG00000058790	801
ENSMMUG00000061120	148
ENSMMUG00000055495	147
ENSMMUG00000001034	1589
ENSMMUG00000050541	3824
ENSMMUG00000062810	148
ENSMMUG00000022429	2054
ENSMMUG00000000638	4696
ENSMMUG00000019835	1333
ENSMMUG00000023634	2651
ENSMMUG00000064750	1599
ENSMMUG00000058090	1789
ENSMMUG00000046785	1018
ENSMMUG00000035050	174
ENSMMUG00000055029	1488
ENSMMUG00000006260	4928
ENSMMUG00000023678	4038
ENSMMUG00000014329	3636
ENSMMUG00000051992	3913
ENSMMUG00000002217	5182
ENSMMUG00000009226	5759
ENSMMUG00000054247	2042
ENSMMUG00000019833	6137
ENSMMUG00000019981	5991
ENSMMUG00000006261	2085
ENSMMUG00000061863	1332
ENSMMUG00000063132	1080
ENSMMUG00000058996	1627
ENSMMUG00000053667	2256
ENSMMUG00000023677	1507
ENSMMUG00000000637	4660
ENSMMUG00000019830	1524
ENSMMUG00000049353	117
ENSMMUG00000006262	3549
ENSMMUG00000014138	3966
ENSMMUG00000056038	2630
ENSMMUG00000056315	435
ENSMMUG00000010942	4181
ENSMMUG00000057455	143
ENSMMUG00000050784	841
ENSMMUG00000046969	6199
ENSMMUG00000049630	1399
ENSMMUG00000052279	1214
ENSMMUG00000051008	1107
ENSMMUG00000060053	1802
ENSMMUG00000019979	2008
ENSMMUG00000060795	2798
ENSMMUG00000023340	4301
ENSMMUG00000028695	888
ENSMMUG00000008973	1422
ENSMMUG00000057513	2533
ENSMMUG00000023676	3634
ENSMMUG00000057270	656
ENSMMUG00000056536	117
ENSMMUG00000012615	6414
ENSMMUG00000049678	1050
ENSMMUG00000008974	4679
ENSMMUG00000053628	1158
ENSMMUG00000050373	1013
ENSMMUG00000040077	282
ENSMMUG00000063310	2505
ENSMMUG00000039527	517
ENSMMUG00000060600	1517
ENSMMUG00000056360	117
ENSMMUG00000003768	2365
ENSMMUG00000053737	6474
ENSMMUG00000060953	148
ENSMMUG00000065257	1027
ENSMMUG00000058523	3191
ENSMMUG00000031908	1536
ENSMMUG00000024750	206
ENSMMUG00000055703	3107
ENSMMUG00000057173	1722
ENSMMUG00000022882	4586
ENSMMUG00000026260	130
ENSMMUG00000032254	4420
ENSMMUG00000018965	339
ENSMMUG00000064973	3980
ENSMMUG00000052046	1586
ENSMMUG00000042886	6546
ENSMMUG00000063650	117
ENSMMUG00000051646	1017
ENSMMUG00000023030	636
ENSMMUG00000057315	1471
ENSMMUG00000062220	1251
ENSMMUG00000050583	3294
ENSMMUG00000059081	1083
ENSMMUG00000054678	117
ENSMMUG00000004094	5937
ENSMMUG00000025388	107
ENSMMUG00000007490	5081
ENSMMUG00000056702	5072
ENSMMUG00000052537	5887
ENSMMUG00000015661	5103
ENSMMUG00000045118	10330
ENSMMUG00000061839	344
ENSMMUG00000004149	5486
ENSMMUG00000055309	1476
ENSMMUG00000023029	2800
ENSMMUG00000003442	2428
ENSMMUG00000049561	1017
ENSMMUG00000052393	1953
ENSMMUG00000003769	2907
ENSMMUG00000003727	7495
ENSMMUG00000003770	1521
ENSMMUG00000062654	393
ENSMMUG00000057977	4407
ENSMMUG00000036230	96
ENSMMUG00000012828	3690
ENSMMUG00000058848	148
ENSMMUG00000062816	148
ENSMMUG00000062876	1693
ENSMMUG00000022906	6849
ENSMMUG00000048575	122
ENSMMUG00000054429	1174
ENSMMUG00000063981	4059
ENSMMUG00000039950	291
ENSMMUG00000016033	3099
ENSMMUG00000053894	105
ENSMMUG00000008003	7139
ENSMMUG00000040055	862
ENSMMUG00000062643	2189
ENSMMUG00000061796	952
ENSMMUG00000055256	992
ENSMMUG00000062965	164
ENSMMUG00000056783	2818
ENSMMUG00000062889	1270
ENSMMUG00000055443	1155
ENSMMUG00000053832	1459
ENSMMUG00000012436	4824
ENSMMUG00000003265	3549
ENSMMUG00000017707	6517
ENSMMUG00000018039	2508
ENSMMUG00000035247	105
ENSMMUG00000031279	8729
ENSMMUG00000061766	2333
ENSMMUG00000015659	2433
ENSMMUG00000051127	1242
ENSMMUG00000020157	1925
ENSMMUG00000036913	62
ENSMMUG00000053617	3348
ENSMMUG00000007110	2545
ENSMMUG00000051487	459
ENSMMUG00000050239	5052
ENSMMUG00000023339	2121
ENSMMUG00000058641	1520
ENSMMUG00000004103	5421
ENSMMUG00000008852	4509
ENSMMUG00000000663	8408
ENSMMUG00000014873	3749
ENSMMUG00000048622	1701
ENSMMUG00000049307	5889
ENSMMUG00000023336	2322
ENSMMUG00000012068	7309
ENSMMUG00000011378	1200
ENSMMUG00000046557	304
ENSMMUG00000012381	2609
ENSMMUG00000062633	148
ENSMMUG00000054553	104
ENSMMUG00000049908	148
ENSMMUG00000064668	174
ENSMMUG00000004053	4592
ENSMMUG00000010110	3329
ENSMMUG00000003264	4570
ENSMMUG00000059498	3076
ENSMMUG00000006584	1988
ENSMMUG00000036216	101
ENSMMUG00000046333	947
ENSMMUG00000012380	2987
ENSMMUG00000055616	1806
ENSMMUG00000013119	2703
ENSMMUG00000002135	9563
ENSMMUG00000011377	6977
ENSMMUG00000060301	2505
ENSMMUG00000063553	1066
ENSMMUG00000058814	1112
ENSMMUG00000000662	8591
ENSMMUG00000006780	3180
ENSMMUG00000016329	3295
ENSMMUG00000050163	158
ENSMMUG00000035798	107
ENSMMUG00000045905	294
ENSMMUG00000065000	117
ENSMMUG00000063252	111
ENSMMUG00000052961	1078
ENSMMUG00000032670	114
ENSMMUG00000035717	101
ENSMMUG00000060790	1365
ENSMMUG00000056894	2214
ENSMMUG00000052451	159
ENSMMUG00000063558	501
ENSMMUG00000064007	2012
ENSMMUG00000057964	1496
ENSMMUG00000054297	148
ENSMMUG00000016204	4013
ENSMMUG00000006581	3422
ENSMMUG00000042059	3044
ENSMMUG00000061405	3447
ENSMMUG00000061662	104
ENSMMUG00000014686	2684
ENSMMUG00000053396	1281
ENSMMUG00000002171	13453
ENSMMUG00000006579	3173
ENSMMUG00000012424	2710
ENSMMUG00000017327	1188
ENSMMUG00000005244	1480
ENSMMUG00000063521	101
ENSMMUG00000015812	2090
ENSMMUG00000049877	4181
ENSMMUG00000006576	5605
