mmul_gene_id	mmul_symbol	human_symbol
ENSMMUG00000016123	ARHGAP21	ARHGAP21
ENSMMUG00000004063	ARHGAP22	ARHGAP22
ENSMMUG00000020020	ARHGAP23	ARHGAP23
ENSMMUG00000008341	ARHGAP24	ARHGAP24
ENSMMUG00000015052	ARHGAP25	ARHGAP25
ENSMMUG00000000419	ARHGAP26	ARHGAP26
ENSMMUG00000014506	ARHGAP28	ARHGAP28
ENSMMUG00000006369	ARHGAP29	ARHGAP29
ENSMMUG00000012009	ARHGAP31	ARHGAP31
ENSMMUG00000002963	ARHGAP32	ARHGAP32
ENSMMUG00000002394	ARHGAP33	ARHGAP33
ENSMMUG00000011154	ARHGAP36	ARHGAP36
ENSMMUG00000061544	ARHGAP39	ARHGAP39
ENSMMUG00000000323	ARHGAP4	ARHGAP4
ENSMMUG00000002745	ARHGAP40	ARHGAP40
ENSMMUG00000022603	ARHGAP42	ARHGAP42
ENSMMUG00000022515	ARHGAP44	ARHGAP44
ENSMMUG00000016346	ARHGAP5	ARHGAP5
ENSMMUG00000003896	ARHGAP6	ARHGAP6
ENSMMUG00000022060	ARHGAP9	ARHGAP9
ENSMMUG00000009949	ARHGDIA	ARHGDIA
ENSMMUG00000000603	ARHGDIG	ARHGDIG
ENSMMUG00000010849	ARHGEF10L	ARHGEF10L
ENSMMUG00000012436	ARHGEF11	ARHGEF11
ENSMMUG00000012254	ARHGEF12	ARHGEF12
ENSMMUG00000009354	ARHGEF16	ARHGEF16
ENSMMUG00000003139	ARHGEF17	ARHGEF17
ENSMMUG00000028906	ARHGEF18	ARHGEF18
ENSMMUG00000005092	ARHGEF2	ARHGEF2
ENSMMUG00000017897	ARHGEF28	ARHGEF28
ENSMMUG00000010163	ARHGEF3	ARHGEF3
ENSMMUG00000020573	ARHGEF33	ARHGEF33
ENSMMUG00000017714	ARHGEF37	ARHGEF37
ENSMMUG00000016323	ARHGEF39	ARHGEF39
ENSMMUG00000006457	ARHGEF40	ARHGEF40
ENSMMUG00000010134	ARHGEF5	ARHGEF5
ENSMMUG00000013768	ARHGEF6	ARHGEF6
ENSMMUG00000013138	ARHGEF7	ARHGEF7
ENSMMUG00000002270	ARID1B	ARID1B
ENSMMUG00000015962	ARID2	ARID2
ENSMMUG00000002278	ARID3A	ARID3A
ENSMMUG00000001568	ARID3B	ARID3B
ENSMMUG00000020786	ARID3C	ARID3C
ENSMMUG00000003514	ARID4A	ARID4A
ENSMMUG00000007141	ARID4B	ARID4B
ENSMMUG00000000424	ARID5B	ARID5B
ENSMMUG00000019715	ARL10	ARL10
ENSMMUG00000011766	ARL11	ARL11
ENSMMUG00000019971	ARL13A	ARL13A
ENSMMUG00000020335	ARL13B	ARL13B
ENSMMUG00000031560	ARL14	ARL14
ENSMMUG00000017590	ARL14EP	ARL14EP
ENSMMUG00000011995	ARL15	ARL15
ENSMMUG00000049750	ARL2BP	ARL2BP
ENSMMUG00000010846	ARL4A	ARL4A
ENSMMUG00000011516	ARL4C	ARL4C
ENSMMUG00000021324	ARL4D	ARL4D
ENSMMUG00000007453	ARL5B	ARL5B
ENSMMUG00000038349	ARL6	ARL6
ENSMMUG00000005593	ARL6IP1	ARL6IP1
ENSMMUG00000058373	ARL6IP5	ARL6IP5
ENSMMUG00000062827	ARL6IP6	ARL6IP6
ENSMMUG00000052194	ARL9	ARL9
ENSMMUG00000028974	ARMC1	ARMC1
ENSMMUG00000018231	ARMC2	ARMC2
ENSMMUG00000010384	ARMC3	ARMC3
ENSMMUG00000000895	ARMC5	ARMC5
ENSMMUG00000029833	ARMC7	ARMC7
ENSMMUG00000021285	ARMC8	ARMC8
ENSMMUG00000011775	ARMC9	ARMC9
ENSMMUG00000023604	ARMCX1	ARMCX1
ENSMMUG00000015656	ARMCX2	ARMCX2
ENSMMUG00000015655	ARMCX3	ARMCX3
ENSMMUG00000045701	ARMCX4	ARMCX4
ENSMMUG00000005291	ARMCX5	ARMCX5
ENSMMUG00000000541	ARNT	ARNT
ENSMMUG00000011566	ARNT2	ARNT2
ENSMMUG00000009690	ARNTL	BMAL1
ENSMMUG00000023249	ARNTL2	BMAL2
ENSMMUG00000022808	ARPC2	ARPC2
ENSMMUG00000006492	ARPC3	ARPC3
ENSMMUG00000061585	ARPP19	ARPP19
ENSMMUG00000015959	ARPP21	ARPP21
ENSMMUG00000013935	ARR3	ARR3
ENSMMUG00000017529	ARRB1	ARRB1
ENSMMUG00000019611	ARRDC1	ARRDC1
ENSMMUG00000007401	ARRDC2	ARRDC2
ENSMMUG00000003569	ARRDC3	ARRDC3
ENSMMUG00000062927	ARRDC4	ARRDC4
ENSMMUG00000016274	ARSA	ARSA
ENSMMUG00000006792	ARSB	ARSB
ENSMMUG00000003934	ARSD	ARSD
ENSMMUG00000000443	ARSF	ARSF
ENSMMUG00000043795	ARSH	ARSH
ENSMMUG00000011565	ARSI	ARSI
ENSMMUG00000023597	ARSJ	ARSJ
ENSMMUG00000001209	ARSK	ARSK
ENSMMUG00000003948	ART1	ART1
ENSMMUG00000020907	ART3	ART3
ENSMMUG00000055214	ART4	ART4
ENSMMUG00000003946	ART5	ART5
ENSMMUG00000061167	ARTN	ARTN
ENSMMUG00000017153	ARVCF	ARVCF
ENSMMUG00000055034	ARX	ARX
ENSMMUG00000007662	AS3MT	AS3MT
ENSMMUG00000015497	ASAH1	ASAH1
ENSMMUG00000007078	ASAH2	ASAH2
ENSMMUG00000012145	ASAP1	ASAP1
ENSMMUG00000018033	ASAP2	ASAP2
ENSMMUG00000009511	ASB1	ASB1
ENSMMUG00000004858	ASB11	ASB11
ENSMMUG00000001290	ASB13	ASB13
ENSMMUG00000021008	ASB14	ASB14
ENSMMUG00000011541	ASB15	ASB15
ENSMMUG00000016867	ASB16	ASB16
ENSMMUG00000012400	ASB2	ASB2
ENSMMUG00000010634	ASB3	GPR75-ASB3
ENSMMUG00000008016	ASB4	ASB4
ENSMMUG00000013736	ASB5	ASB5
ENSMMUG00000011816	ASB6	ASB6
ENSMMUG00000016504	ASB7	ASB7
ENSMMUG00000002048	ASB8	ASB8
ENSMMUG00000009479	ASCC1	ASCC1
ENSMMUG00000001675	ASCC2	ASCC2
ENSMMUG00000022287	ASCC3	ASCC3
ENSMMUG00000005747	ASCL1	ASCL1
ENSMMUG00000001997	ASCL3	ASCL3
ENSMMUG00000064376	ASCL4	ASCL4
ENSMMUG00000008526	ASF1A	ASF1A
ENSMMUG00000013675	ASH2L	ASH2L
ENSMMUG00000032601	ASMT	ASMT
ENSMMUG00000019157	ASNS	ASNS
ENSMMUG00000014310	ASNSD1	ASNSD1
ENSMMUG00000056697	ASPA	ASPA
ENSMMUG00000008777	ASPH	ASPH
ENSMMUG00000023441	ASPHD2	ASPHD2
ENSMMUG00000000245	ASPM	ASPM
ENSMMUG00000009011	ASPRV1	ASPRV1
ENSMMUG00000013831	ASRGL1	ASRGL1
ENSMMUG00000005142	ASTE1	ASTE1
ENSMMUG00000023216	ASTN1	ASTN1
ENSMMUG00000013105	ASTN2	ASTN2
ENSMMUG00000007117	ASXL1	ASXL1
ENSMMUG00000001377	ASXL2	ASXL2
ENSMMUG00000014451	ASXL3	ASXL3
ENSMMUG00000021726	ASZ1	ASZ1
ENSMMUG00000006414	ATAD1	ATAD1
ENSMMUG00000020952	ATAD2B	ATAD2B
ENSMMUG00000051407	ATAT1	ATAT1
ENSMMUG00000021594	ATE1	ATE1
ENSMMUG00000054294	ATF1	ATF1
ENSMMUG00000012185	ATF3	ATF3
ENSMMUG00000055780	ATF4	ATF4
ENSMMUG00000004049	ATF6	ATF6
ENSMMUG00000015229	ATF6B	ATF6B
ENSMMUG00000003664	ATF7IP	ATF7IP
ENSMMUG00000005913	ATF7IP2	ATF7IP2
ENSMMUG00000019672	ATG13	ATG13
ENSMMUG00000065022	ATG14	ATG14
ENSMMUG00000023358	ATG16L1	ATG16L1
ENSMMUG00000001293	ATG16L2	ATG16L2
ENSMMUG00000003973	ATG2A	ATG2A
ENSMMUG00000003658	ATG2B	ATG2B
ENSMMUG00000014232	ATG3	ATG3
ENSMMUG00000007190	ATG4A	ATG4A
ENSMMUG00000000386	ATG4C	ATG4C
ENSMMUG00000046883	ATG4D	ATG4D
ENSMMUG00000019679	ATG5	ATG5
ENSMMUG00000021804	ATG7	ATG7
ENSMMUG00000019619	ATG9A	ATG9A
ENSMMUG00000054441	ATG9B	ATG9B
ENSMMUG00000009577	ATL1	ATL1
ENSMMUG00000004153	ATM	ATM
ENSMMUG00000013086	ATMIN	ATMIN
ENSMMUG00000010201	ATN1	ATN1
ENSMMUG00000002367	ATOH1	ATOH1
ENSMMUG00000054546	ATP10A	ATP10A
ENSMMUG00000012643	ATP10B	ATP10B
ENSMMUG00000021778	ATP10D	ATP10D
ENSMMUG00000013625	ATP11A	ATP11A
ENSMMUG00000019323	ATP11B	ATP11B
ENSMMUG00000007234	ATP11C	ATP11C
ENSMMUG00000043400	ATP13A1	ATP13A1
ENSMMUG00000001610	ATP13A2	ATP13A2
ENSMMUG00000012032	ATP13A3	ATP13A3
ENSMMUG00000009760	ATP13A5	ATP13A5
ENSMMUG00000008151	ATP1A1	ATP1A1
ENSMMUG00000017833	ATP1A2	ATP1A2
ENSMMUG00000017427	ATP1A3	ATP1A3
ENSMMUG00000021078	ATP1B1	ATP1B1
ENSMMUG00000060612	ATP1B3	ATP1B3
ENSMMUG00000000705	ATP1B4	ATP1B4
ENSMMUG00000008263	ATP2A3	ATP2A3
ENSMMUG00000023378	ATP2B1	ATP2B1
ENSMMUG00000021116	ATP2B4	ATP2B4
ENSMMUG00000005137	ATP2C1	ATP2C1
ENSMMUG00000013542	ATP2C2	ATP2C2
ENSMMUG00000061026	ATP4B	ATP4B
ENSMMUG00000012762	ATP6AP2	ATP6AP2
ENSMMUG00000022644	ATP6V0A1	ATP6V0A1
ENSMMUG00000006547	ATP6V0A4	ATP6V0A4
ENSMMUG00000057050	ATP6V0D2	ATP6V0D2
ENSMMUG00000059290	ATP6V0E1	ATP6V0E1
ENSMMUG00000020740	ATP6V1A	ATP6V1A
ENSMMUG00000002090	ATP6V1B1	ATP6V1B1
ENSMMUG00000020000	ATP6V1B2	ATP6V1B2
ENSMMUG00000040361	ATP6V1C1	ATP6V1C1
ENSMMUG00000010320	ATP6V1C2	ATP6V1C2
ENSMMUG00000021418	ATP6V1D	ATP6V1D
ENSMMUG00000005392	ATP6V1E2	ATP6V1E2
ENSMMUG00000049051	ATP6V1G1	ATP6V1G1
ENSMMUG00000052422	ATP6V1G2	ATP6V1G2
ENSMMUG00000011992	ATP6V1G3	ATP6V1G3
ENSMMUG00000016520	ATP7B	ATP7B
ENSMMUG00000017733	ATP8A1	ATP8A1
ENSMMUG00000008520	ATP8A2	ATP8A2
ENSMMUG00000019976	ATP8B1	ATP8B1
ENSMMUG00000023364	ATP8B2	ATP8B2
ENSMMUG00000002846	ATP8B3	ATP8B3
ENSMMUG00000003684	ATP8B4	ATP8B4
ENSMMUG00000000918	ATP9A	ATP9A
ENSMMUG00000021792	ATP9B	ATP9B
ENSMMUG00000003657	ATPAF2	ATPAF2
ENSMMUG00000007927	ATR	ATR
ENSMMUG00000060247	ATRAID	ATRAID
ENSMMUG00000010058	ATRIP	ATRIP
ENSMMUG00000022283	ATRN	ATRN
ENSMMUG00000022574	ATRX	ATRX
ENSMMUG00000008955	ATXN10	ATXN10
ENSMMUG00000048077	ATXN1L	ATXN1L
ENSMMUG00000000383	ATXN7L1	ATXN7L1
ENSMMUG00000005815	ATXN7L2	ATXN7L2
ENSMMUG00000015798	AUH	AUH
ENSMMUG00000000070	AURKA	AURKA
ENSMMUG00000059208	AURKAIP1	AURKAIP1
ENSMMUG00000002997	AURKB	AURKB
ENSMMUG00000017675	AUTS2	AUTS2
ENSMMUG00000005278	AVEN	AVEN
ENSMMUG00000005319	AVIL	AVIL
ENSMMUG00000011770	AVL9	AVL9
ENSMMUG00000051923	AVP	AVP
ENSMMUG00000052153	AVPI1	AVPI1
ENSMMUG00000000549	AVPR1A	AVPR1A
ENSMMUG00000054385	AVPR1B	AVPR1B
ENSMMUG00000064945	AVPR2	AVPR2
ENSMMUG00000059882	AWAT1	AWAT1
ENSMMUG00000050727	AWAT2	AWAT2
ENSMMUG00000000605	AXIN1	AXIN1
ENSMMUG00000022504	AZGP1	AZGP1
ENSMMUG00000000056	AZI2	AZI2
ENSMMUG00000001338	AZIN1	AZIN1
ENSMMUG00000060797	B2M	B2M
ENSMMUG00000003541	B3GALNT1	B3GALNT1
ENSMMUG00000021775	B3GALT1	B3GALT1
ENSMMUG00000022648	B3GALT2	B3GALT2
ENSMMUG00000064507	B3GALT4	B3GALT4
ENSMMUG00000003428	B3GALT5	B3GALT5
ENSMMUG00000002250	B3GAT1	B3GAT1
ENSMMUG00000058487	B3GAT2	B3GAT2
ENSMMUG00000012280	B3GNT3	B3GNT3
ENSMMUG00000012654	B3GNT4	B3GNT4
ENSMMUG00000031605	B3GNT5	B3GNT5
ENSMMUG00000050318	B3GNT6	B3GNT6
ENSMMUG00000011777	B3GNT7	B3GNT9
ENSMMUG00000014347	B3GNT8	B3GNT8
ENSMMUG00000001182	B4GALNT1	B4GALNT1
ENSMMUG00000015845	B4GALNT2	B4GALNT2
ENSMMUG00000013894	B4GALNT3	B4GALNT3
ENSMMUG00000064987	B4GALT1	B4GALT1
ENSMMUG00000015155	B4GALT2	B4GALT2
ENSMMUG00000022629	B4GALT3	B4GALT3
ENSMMUG00000003592	B4GALT4	B4GALT4
ENSMMUG00000002124	B4GALT5	B4GALT5
ENSMMUG00000016674	B4GALT6	B4GALT6
ENSMMUG00000029662	B4GALT7	B4GALT7
ENSMMUG00000000138	B9D1	B9D1
ENSMMUG00000064979	B9D2	B9D2
ENSMMUG00000019398	BAALC	BAALC
ENSMMUG00000053976	BAAT	BAAT
ENSMMUG00000007785	BACE1	BACE1
ENSMMUG00000004257	BACE2	BACE2
ENSMMUG00000011095	BACH1	BACH1
ENSMMUG00000009736	BACH2	BACH2
ENSMMUG00000060596	BAD	BAD
ENSMMUG00000020148	BAG1	BAG1
ENSMMUG00000000798	BAG3	BAG3
ENSMMUG00000013775	BAG4	BAG4
ENSMMUG00000017005	BAG5	BAG5
ENSMMUG00000017165	BAHD1	BAHD1
ENSMMUG00000013276	BAIAP2L1	BAIAP2L1
ENSMMUG00000002699	BAIAP2L2	BAIAP2L2
ENSMMUG00000021415	BAIAP3	BAIAP3
ENSMMUG00000063304	BAK1	BAK1
ENSMMUG00000058108	BAMBI	BAMBI
ENSMMUG00000008441	BANK1	BANK1
ENSMMUG00000009473	BANP	BANP
ENSMMUG00000016982	BAP1	BAP1
ENSMMUG00000005700	BARD1	BARD1
ENSMMUG00000053737	BARHL2	BARHL2
ENSMMUG00000052765	BARX2	BARX2
ENSMMUG00000003834	BATF	BATF
ENSMMUG00000003907	BAX	BAX
ENSMMUG00000014270	BAZ1B	BAZ1B
ENSMMUG00000019332	BAZ2A	BAZ2A
ENSMMUG00000006182	BAZ2B	BAZ2B
ENSMMUG00000056087	BBS10	BBS10
ENSMMUG00000013268	BBS2	BBS2
ENSMMUG00000013685	BBS4	BBS4
ENSMMUG00000009819	BBS7	BBS7
ENSMMUG00000002886	BBS9	BBS9
ENSMMUG00000003273	BCAM	BCAM
ENSMMUG00000017093	BCAN	BCAN
ENSMMUG00000030218	BCAP29	BCAP29
ENSMMUG00000012744	BCAP31	BCAP31
ENSMMUG00000020082	BCAS1	BCAS1
ENSMMUG00000017197	BCAS3	BCAS3
ENSMMUG00000012127	BCAS4	BCAS4
ENSMMUG00000012223	BCAT1	BCAT1
ENSMMUG00000010079	BCAT2	BCAT2
ENSMMUG00000008541	BCCIP	BCCIP
ENSMMUG00000003742	BCHE	BCHE
ENSMMUG00000016032	BCKDK	BCKDK
ENSMMUG00000005720	BCL10	BCL10
ENSMMUG00000003261	BCL11B	BCL11B
ENSMMUG00000003364	BCL2A1	BCL2A1
ENSMMUG00000005985	BCL2L1	BCL2L1
ENSMMUG00000017372	BCL2L10	BCL2L10
ENSMMUG00000018423	BCL2L11	BCL2L11
ENSMMUG00000021476	BCL2L13	BCL2L13
ENSMMUG00000023315	BCL2L14	BCL2L14
ENSMMUG00000006787	BCL2L15	BCL2L15
ENSMMUG00000055187	BCL3	BCL3
ENSMMUG00000009198	BCL6	BCL6
ENSMMUG00000016268	BCL6B	BCL6B
ENSMMUG00000012650	BCL7A	BCL7A
ENSMMUG00000063579	BCL7B	BCL7B
ENSMMUG00000003225	BCL7C	BCL7C
ENSMMUG00000016786	BCL9	BCL9
ENSMMUG00000015249	BCO2	BCO2
ENSMMUG00000005292	BCOR	BCOR
ENSMMUG00000008781	BCORL1	BCORL1
ENSMMUG00000023622	BCR	BCR
ENSMMUG00000006740	BCS1L	BCS1L
ENSMMUG00000043275	BDKRB2	BDKRB2
ENSMMUG00000008634	BDNF	BDNF
ENSMMUG00000009057	BDP1	BDP1
ENSMMUG00000029971	BECN1	BECN1
ENSMMUG00000019969	BEND2	BEND2
ENSMMUG00000052231	BEND3	BEND3
ENSMMUG00000015808	BEND4	BEND4
ENSMMUG00000008828	BEND5	BEND5
ENSMMUG00000000795	BEND6	BEND6
ENSMMUG00000063236	BEST2	BEST2
ENSMMUG00000004786	BEST3	BEST3
ENSMMUG00000050106	BEST4	BEST4
ENSMMUG00000000007	BET1	BET1
ENSMMUG00000050603	BET1L	BET1L
ENSMMUG00000051003	BEX2	BEX2
ENSMMUG00000008264	BFAR	BFAR
ENSMMUG00000014632	BFSP1	BFSP1
ENSMMUG00000019857	BFSP2	BFSP2
ENSMMUG00000004902	BGLAP	BGLAP
ENSMMUG00000012743	BGN	BGN
ENSMMUG00000038208	BHLHE22	BHLHE22
ENSMMUG00000056699	BHLHE40	BHLHE40
ENSMMUG00000006796	BHMT2	BHMT2
ENSMMUG00000015750	BICC1	BICC1
ENSMMUG00000001061	BICD2	BICD2
ENSMMUG00000057131	BIK	BIK
ENSMMUG00000023163	BIN2	BIN2
ENSMMUG00000021994	BIN3	BIN3
ENSMMUG00000003400	BIRC2	BIRC2
ENSMMUG00000058594	BIRC3	BIRC3
ENSMMUG00000013767	BIRC5	BIRC5
ENSMMUG00000009229	BIRC7	BIRC7
ENSMMUG00000000350	BIVM	BIVM
ENSMMUG00000044552	BLCAP	BLCAP
ENSMMUG00000019526	BLM	BLM
ENSMMUG00000001026	BLMH	BLMH
ENSMMUG00000008687	BLNK	BLNK
ENSMMUG00000061808	BLOC1S2	BLOC1S2
ENSMMUG00000022934	BLOC1S3	BLOC1S3
ENSMMUG00000017382	BLVRA	BLVRA
ENSMMUG00000015603	BLVRB	BLVRB
ENSMMUG00000021080	BLZF1	BLZF1
ENSMMUG00000014372	BMF	BMF
ENSMMUG00000013031	BMP1	BMP1
ENSMMUG00000015055	BMP10	BMP10
ENSMMUG00000060192	BMP15	BMP15
ENSMMUG00000064170	BMP2	BMP2
ENSMMUG00000010347	BMP3	BMP3
ENSMMUG00000000429	BMP4	BMP4
ENSMMUG00000011858	BMP5	BMP5
ENSMMUG00000021600	BMP6	BMP6
ENSMMUG00000004074	BMP7	BMP7
ENSMMUG00000017232	BMPER	BMPER
ENSMMUG00000011852	BMPR1A	BMPR1A
ENSMMUG00000006702	BMPR1B	BMPR1B
ENSMMUG00000009009	BMPR2	BMPR2
ENSMMUG00000007426	BMS1	BMS1
ENSMMUG00000014047	BMX	BMX
ENSMMUG00000008188	BNC1	BNC1
ENSMMUG00000001141	BNC2	BNC2
ENSMMUG00000014607	BNIP1	BNIP1
ENSMMUG00000020348	BNIP2	BNIP2
ENSMMUG00000023646	BNIP3L	BNIP3L
ENSMMUG00000013443	BOC	BOC
ENSMMUG00000013793	BOD1	BOD1
ENSMMUG00000056380	BOK	BOK
ENSMMUG00000007258	BOLA1	BOLA1
ENSMMUG00000064124	BOLA3	BOLA3
ENSMMUG00000023811	BOLL	BOLL
ENSMMUG00000004598	BPGM	BPGM
ENSMMUG00000008483	BPHL	BPHL
ENSMMUG00000008925	BPIFA1	BPIFA1
ENSMMUG00000059440	BPIFA2	BPIFA2
ENSMMUG00000008928	BPIFA3	BPIFA3
ENSMMUG00000062078	BPIFB1	BPIFB1
ENSMMUG00000053133	BPIFB2	BPIFB2
ENSMMUG00000020671	BPIFB3	BPIFB3
ENSMMUG00000020669	BPIFB6	BPIFB6
ENSMMUG00000017107	BRAP	BRAP
ENSMMUG00000001329	BRCA1	BRCA1
ENSMMUG00000007197	BRCA2	BRCA2
ENSMMUG00000000553	BRD1	BRD1
ENSMMUG00000023138	BRD2	BRD2
ENSMMUG00000005463	BRD3	BRD3
ENSMMUG00000003119	BRD7	BRD7
ENSMMUG00000001507	BRD8	BRD8
ENSMMUG00000014738	BRD9	BRD9
ENSMMUG00000029174	BRF1	BRF1
ENSMMUG00000003212	BRF2	BRF2
ENSMMUG00000049558	BRI3	BRI3
ENSMMUG00000038794	BRIX1	BRIX1
ENSMMUG00000015991	BRMS1	BRMS1
ENSMMUG00000010665	BRMS1L	BRMS1L
ENSMMUG00000015026	BROX	BROX
ENSMMUG00000006116	BRPF1	BRPF1
ENSMMUG00000015416	BRPF3	BRPF3
ENSMMUG00000052892	BRS3	BRS3
ENSMMUG00000011211	BRSK2	BRSK2
ENSMMUG00000008504	BRWD1	BRWD1
ENSMMUG00000010763	BRWD3	BRWD3
ENSMMUG00000014363	BSCL2	BSCL2
ENSMMUG00000001264	BSDC1	BSDC1
ENSMMUG00000018740	BSG	BSG
ENSMMUG00000014537	BSN	BSN
ENSMMUG00000005735	BSND	BSND
ENSMMUG00000005851	BSPRY	BSPRY
ENSMMUG00000005829	BST2	BST2
ENSMMUG00000060529	BSX	BSX
ENSMMUG00000017627	BTAF1	BTAF1
ENSMMUG00000041714	BTBD1	BTBD1
ENSMMUG00000009695	BTBD10	BTBD10
ENSMMUG00000013038	BTBD16	BTBD16
ENSMMUG00000055658	BTBD17	BTBD17
ENSMMUG00000050844	BTBD18	BTBD18
ENSMMUG00000059121	BTBD18	BTBD18
ENSMMUG00000037665	BTBD3	BTBD3
ENSMMUG00000007180	BTBD8	BTBD8
ENSMMUG00000001634	BTBD9	BTBD9
ENSMMUG00000055714	BTC	BTC
ENSMMUG00000022291	BTF3	BTF3
ENSMMUG00000003636	BTF3L4	BTF3L4
ENSMMUG00000050631	BTG1	BTG1
ENSMMUG00000053426	BTG2	BTG2
ENSMMUG00000002116	BTG3	BTG3
ENSMMUG00000021438	BTG4	BTG4
ENSMMUG00000019573	BTK	BTK
ENSMMUG00000014231	BTLA	BTLA
ENSMMUG00000023008	BTN1A1	BTN1A1
ENSMMUG00000065003	BTN2A2	BTN2A2
ENSMMUG00000021971	BTN3A3	BTN3A3
ENSMMUG00000061451	BTNL8	BTNL8
ENSMMUG00000016686	BUB1B	BUB1B
ENSMMUG00000003092	BUB3	BUB3
ENSMMUG00000000427	BUD31	BUD31
ENSMMUG00000014471	BVES	POPDC1
ENSMMUG00000004416	BYSL	BYSL
ENSMMUG00000022202	BZW1	BZW1
ENSMMUG00000017045	BZW2	BZW2
ENSMMUG00000009331	C10H20orf141	C20orf141
ENSMMUG00000044161	C10H20orf202	C20orf202
ENSMMUG00000021560	C10H22orf23	C22orf23
ENSMMUG00000020533	C11H12orf56	C12orf56
ENSMMUG00000064031	C11H12orf57	C12orf57
ENSMMUG00000037672	C12H2orf88	AKAP19
ENSMMUG00000048540	C13H2orf15	C2orf15
ENSMMUG00000058025	C13H2orf49	C2orf49
ENSMMUG00000050980	C13H2orf68	C2orf68
ENSMMUG00000002155	C13H2orf73	CIMIP6
ENSMMUG00000041555	C13H2orf74	C2orf74
ENSMMUG00000010863	C13H2orf78	C2orf78
ENSMMUG00000016881	C14H11orf42	C11orf42
ENSMMUG00000063234	C14H11orf52	C11orf52
ENSMMUG00000017626	C14H11orf58	C11orf58
ENSMMUG00000051785	C14H11orf71	C11orf71
ENSMMUG00000042046	C14H11orf87	C11orf87
ENSMMUG00000052156	C15H9orf152	C9orf152
ENSMMUG00000062461	C15H9orf43	C9orf43
ENSMMUG00000058799	C15H9orf78	C9orf78
ENSMMUG00000018881	C15H9orf85	C9orf85
ENSMMUG00000016266	C16H17orf49	BACC1
ENSMMUG00000022228	C16H17orf50	C17orf50
ENSMMUG00000022379	C16H17orf75	C17orf75
ENSMMUG00000008946	C19H19orf47	C19orf47
ENSMMUG00000017209	C1D	C1D
ENSMMUG00000054913	C1GALT1	C1GALT1
ENSMMUG00000023574	C1GALT1C1	C1GALT1C1
ENSMMUG00000022173	C1H1orf116	C1orf116
ENSMMUG00000062353	C1H1orf21	C1orf21
ENSMMUG00000061990	C1H1orf210	C1orf210
ENSMMUG00000002791	C1H1orf35	C1orf35
ENSMMUG00000016111	C1H1orf50	C1orf50
ENSMMUG00000010020	C1H1orf52	C1orf52
ENSMMUG00000063725	C1QA	C1QA
ENSMMUG00000020756	C1QC	C1QC
ENSMMUG00000011009	C1QL1	C1QL1
ENSMMUG00000016545	C1QL2	C1QL2
ENSMMUG00000016064	C1QL3	C1QL3
ENSMMUG00000009504	C1QTNF1	C1QTNF1
ENSMMUG00000015219	C1QTNF2	C1QTNF2
ENSMMUG00000053088	C1QTNF5	C1QTNF5
ENSMMUG00000044029	C1QTNF6	C1QTNF6
ENSMMUG00000058265	C1QTNF8	C1QTNF8
ENSMMUG00000006945	C1QTNF9	C1QTNF9
ENSMMUG00000013087	C20H16orf46	C16orf46
ENSMMUG00000021210	C20H16orf54	C16orf54
ENSMMUG00000056930	C20H16orf82	C16orf82
ENSMMUG00000049708	C20H16orf87	C16orf87
ENSMMUG00000007030	C2CD2	C2CD2
ENSMMUG00000014875	C2CD2L	C2CD2L
ENSMMUG00000010321	C2CD3	C2CD3
ENSMMUG00000060717	C2CD4A	C2CD4A
ENSMMUG00000058198	C2CD4B	C2CD4B
ENSMMUG00000053083	C2CD4C	C2CD4C
ENSMMUG00000010499	C2H3orf18	C3orf18
ENSMMUG00000004203	C2H3orf22	C3orf22
ENSMMUG00000049541	C2H3orf62	C3orf62
ENSMMUG00000059767	C2H3orf70	C3orf70
ENSMMUG00000059508	C2H3orf80	C3orf80
ENSMMUG00000008693	C3	C3
ENSMMUG00000032156	C3AR1	C3AR1
ENSMMUG00000045463	C3H21orf91	C21orf91
ENSMMUG00000022449	C3H7orf25	C7orf25
ENSMMUG00000046165	C3H7orf33	C7orf33
ENSMMUG00000007206	C3H7orf50	CHLSN
ENSMMUG00000013738	C4BPA	C4BPA
ENSMMUG00000022168	C4BPB	C4BPB
ENSMMUG00000057952	C4H6orf15	C6orf15
ENSMMUG00000061586	C4H6orf52	C6orf52
ENSMMUG00000056881	C4H6orf58	C6orf58
ENSMMUG00000058151	C4H6orf62	C6orf62
ENSMMUG00000005004	C4H6orf89	C6orf89
ENSMMUG00000020124	C5	C5
ENSMMUG00000009278	C5AR1	C5AR1
ENSMMUG00000009089	C5H4orf17	C4orf17
ENSMMUG00000009691	C5H4orf19	PGCKA1
ENSMMUG00000052633	C5H4orf33	C4orf33
ENSMMUG00000032010	C5H4orf46	C4orf46
ENSMMUG00000039875	C5H4orf51	C4orf51
ENSMMUG00000021034	C6	C6
ENSMMUG00000012200	C6H5orf22	C5orf22
ENSMMUG00000004013	C6H5orf24	C5orf24
ENSMMUG00000011877	C6H5orf34	C5orf34
ENSMMUG00000037806	C6H5orf63	C5orf63
ENSMMUG00000014171	C7	C7
ENSMMUG00000015890	C7H15orf40	C15orf40
ENSMMUG00000060549	C7H15orf61	C15orf61
ENSMMUG00000062039	C7H15orf62	C15orf62
ENSMMUG00000022992	C8A	C8A
ENSMMUG00000022993	C8B	C8B
ENSMMUG00000010179	C8H8orf74	C8orf74
ENSMMUG00000037751	C8H8orf76	C8orf76
